Naziv isplatitelja;Datum;Primatelj;Iznos na poziciji;Programska klasifikacija;Ekonomska klasifikacija;Opis
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;20,7;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 09/21- socijalno ugrož. obiteljima 21/0001331
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;8,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/21, B.Kašića 3 21/0001896
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/21, K.Zvonimira 19 21/0001895
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;12,24;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda 12/21, socijala 21/0001894
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 12/21 21/0001870
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 12/21 21/0001869
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;67,18;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda 12/21 21/0001868
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;12,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/21 21/0001867
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;27,84;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/21 21/0001866
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;11,37;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/21 21/0001865
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;93,02;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;VODA 12/21 21/0001862
GRAD OTOČAC;15.2.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;VODA 12/21 21/0001861
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/22  B.J.J. 16 22/0000112
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/2022 Špilnički odvojak 22/0000111
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;72,06;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/2022 B.J.Jelačića 16 22/0000110
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/2022 - K.Z.16 22/0000109
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;52,82;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 01/22   K.Z.10 22/0000107
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/22- Ć. i Metoda 5 22/0000106
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 01/22 Kuglana 22/0000105
GRAD OTOČAC;18.2.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/22 Brlog 22/0000104
GRAD OTOČAC;8.3.2022 1:00;Komunalac d.o.o.;8,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/2022 B.K.3 22/0000181
GRAD OTOČAC;8.3.2022 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/2022 K.Z.  19 22/0000180
GRAD OTOČAC;8.3.2022 1:00;Komunalac d.o.o.;12,24;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 01/22 soc. ugrož obitelji 22/0000169
GRAD OTOČAC;8.3.2022 1:00;Komunalac d.o.o.;78,66;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 01/22 Kuglana 22/0000167
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 Ć i M. 5 22/0000239
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;35,88;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 B.J.J.16 22/0000238
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 Špilnički odvojak 22/0000237
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/22 B.J.J. 16 22/0000235
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;7,29;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 22/0000234
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;47,08;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 02/2022 22/0000233
GRAD OTOČAC;18.3.2022 1:00;Komunalac d.o.o.;12,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 K.Z.16 22/0000232
GRAD OTOČAC;24.3.2022 1:00;Komunalac d.o.o.;10,66;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 02/2022  soc. ugrož. obiteljima 22/0000327
GRAD OTOČAC;24.3.2022 1:00;Komunalac d.o.o.;8,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 B.K.3 22/0000322
GRAD OTOČAC;24.3.2022 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2022 K.Z.19 22/0000291
GRAD OTOČAC;30.3.2022 2:00;Komunalac d.o.o.;141,84;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 02/2022- Kuglana 22/0000349
GRAD OTOČAC;30.3.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 02/2022 - Kuglana 22/0000348
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;7,29;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 22/0000449
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 22/0000451
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;49,95;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 B.J.J. 16 22/0000452
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 Crno Jezero crkva 22/0000453
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 Ć. i M. 5 22/0000454
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 Špilnički odvojak 5 22/0000455
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 B.J.J.16 22/0000456
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;61,43;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 03/2022 K.Z.10 22/0000457
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;133,22;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 03/2022 B.K.17 22/0000460
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 03/2022 B.K.17 22/0000461
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;13,3;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 03/2022 soc. ugrož. obiteljima 22/0000492
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 stan K.Z.19 22/0000500
GRAD OTOČAC;27.4.2022 2:00;Komunalac d.o.o.;8,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 stan B.K. 3 22/0000501
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 22/0000643
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/22 22/0000642
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;58,56;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 04/2022 22/0000641
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;12,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 22/0000639
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;55,98;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 22/0000638
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;13,41;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 22/0000636
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;33,81;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 22/0000637
GRAD OTOČAC;16.5.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 22/0000635
GRAD OTOČAC;20.5.2022 2:00;Komunalac d.o.o.;12,24;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 04/2022- soc. ugrož. obitelji 22/0000698
GRAD OTOČAC;27.5.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 04/2022 kuglana 22/0000718
GRAD OTOČAC;27.5.2022 2:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/2022 K.Z.19 22/0000713
GRAD OTOČAC;27.5.2022 2:00;Komunalac d.o.o.;121,74;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 04/2022 Kuglana 22/0000711
GRAD OTOČAC;27.5.2022 2:00;Komunalac d.o.o.;8,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2022 B.K.3 22/0000712
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;45,93;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022 22/0000758
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;12,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022 22/0000759
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022 B.J.J. 16 22/0000760
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;9,33;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022 Brlog 22/0000761
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022 Crno Jezero crkva 22/0000762
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;55,69;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 05/202 K. Z. 10 22/0000763
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;55,69;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 05/2022 K.Z.10 22/0000764
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022 Špilnički odvojak 22/0000765
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022- Ć. i Metoda 5 22/0000766
GRAD OTOČAC;9.6.2022 2:00;Komunalac d.o.o.;10,2;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 05/2022  K.Z. 10A 22/0000768
GRAD OTOČAC;15.6.2022 2:00;Komunalac d.o.o.;118,86;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 05/2022 Kuglana 22/0000836
GRAD OTOČAC;15.6.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 05/2022 22/0000838
GRAD OTOČAC;30.6.2022 2:00;Komunalac d.o.o.;13,82;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;VODA SOCIJALA 05/22 22/0000910
GRAD OTOČAC;30.6.2022 2:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 05/22 22/0000911
GRAD OTOČAC;30.6.2022 2:00;Komunalac d.o.o.;8,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 05/22 22/0000912
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;8,16;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 06/2022 22/0000985
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 06/22 Ć. i M. 5 22/0000984
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 06/2022 Špolnički odvojak 22/0000983
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;49,95;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 06/2022 K.Z.10 22/0000982
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 06/22 Crno jezero 22/0000981
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;9,33;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 06/2022 Brlog 22/0000980
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;70,05;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 06/2022 B.J.J.16 22/0000978
GRAD OTOČAC;14.7.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za  06/2022 B.J.J.16 22/0000977
GRAD OTOČAC;22.7.2022 2:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 06/22 22/0001051
GRAD OTOČAC;22.7.2022 2:00;Komunalac d.o.o.;95,89;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 06/22 22/0001050
GRAD OTOČAC;22.7.2022 2:00;Komunalac d.o.o.;23,33;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda 06/22, socijala 22/0001024
GRAD OTOČAC;30.8.2022 2:00;Komunalac d.o.o.;23,69;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 07/2022 - soc. ugrož. obitelji 22/0001250
GRAD OTOČAC;30.8.2022 2:00;Komunalac d.o.o.;199,08;A06 1039A100001 Interventni radovi na objektima komunalne infrastrukture;323290 Ostale usluge tekućeg i investicijskog održavanja;odvoz i zbrinjavanje otpadnih voda 22/0001196
GRAD OTOČAC;30.8.2022 2:00;Komunalac d.o.o.;9,43;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 07/2022 B.K.3 22/0001193
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;21,27;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda socijala 11/22 22/0002430
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;19,73;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 11/22 22/0002429
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 11/22 22/0002428
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;303,63;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 11/22, kuglana 22/0002424
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 11/22, kuglana 22/0002423
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;34,77;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/22 Brlog 22/0002360
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/ crkva Crno jezero 22/0002359
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;14,27;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/22 22/0002357
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;101,53;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/22 B.J.J. 16 22/0002356
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/22 Ć. i M. 5 22/0002355
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/22 22/0002354
GRAD OTOČAC;28.12.2022 1:00;Komunalac d.o.o.;21,77;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda za 11/22 K.Z.10 22/0002353
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;12,63;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22 22/0002662
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;73,05;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda 12/22 22/0002660
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;8,94;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22 22/0002639
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22 22/0002638
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22 22/0002637
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22 22/0002636
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;161,66;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22 22/0002635
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 12/22 22/0002634
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;195,12;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda 12/22 22/0002633
GRAD OTOČAC;10.1.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323410 Opskrba vodom;voda 12/22 22/0002632
GRAD OTOČAC;25.1.2023 1:00;Komunalac d.o.o.;14,81;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda 12/22, socijala 22/0002682
GRAD OTOČAC;25.1.2023 1:00;Komunalac d.o.o.;19,73;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22, B.Kašića 3 22/0002681
GRAD OTOČAC;25.1.2023 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/22, K.Zvonimira 19 22/0002680
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;6,01;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23 K. Z.19 23/0000112
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23 K.Z.16 23/0000116
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;39,72;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23 B.J.J.16 23/0000117
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;114,39;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 01/23 K. Z.10 23/0000118
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23 23/0000119
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23  Ć. i M. 5 23/0000120
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23 B.J.J.16 23/0000121
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 01/23 23/0000122
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323420 Iznošenje i odvoz smeća;voda za 01/23 Crkva C. jezero 23/0000124
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;24,36;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda 1/23, B.kašića 3 23/0000150
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323410 Opskrba vodom;voda 1/23, kuglana 23/0000151
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;9,75;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 02/2023 23/0000232
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;73,01;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 02/23  B.J.J. 16 23/0000233
GRAD OTOČAC;13.3.2023 1:00;Komunalac d.o.o.;5,25;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323410 Opskrba vodom;voda za 02/2023 23/0000235
